row,device,ace_text
985,withingsbabymonitorMud,egress ipv4 tcp (direction-initiated:from-device) dst:fr-on-fwd-03.withings.net dst-port:1935
986,withingsbabymonitorMud,egress controller:dns ipv4 udp dst-port:53
987,withingsbabymonitorMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
988,withingsbabymonitorMud,egress ipv4 tcp (direction-initiated:from-device) dst:fr-on-vm-02-lxc-03.withings.net dst-port:1935
989,withingsbabymonitorMud,egress ipv4 tcp (direction-initiated:from-device) dst:fr-on-vm-02-lxc-05.withings.net dst-port:1935
990,withingsbabymonitorMud,egress ipv4 tcp (direction-initiated:from-device) dst:us-iweb-fwd-01-lxc-04.withings.net dst-port:1935
991,withingsbabymonitorMud,egress local ipv4 udp dst:224.0.0.251/32 dst-port:5353
992,withingsbabymonitorMud,egress ipv4 tcp (direction-initiated:from-device) dst:fr-ovh-fwd-03.withings.net dst-port:1935
993,withingsbabymonitorMud,egress ipv4 tcp (direction-initiated:from-device) dst:babyws.withings.net dst-port:80
994,withingsbabymonitorMud,ingress ipv4 tcp src:babyws.withings.net src-port:80
995,withingsbabymonitorMud,ingress ipv4 tcp src:fr-on-vm-02-lxc-03.withings.net src-port:1935
996,withingsbabymonitorMud,ingress controller:dns ipv4 udp src-port:53
997,withingsbabymonitorMud,ingress controller:gateway ipv4 udp src-port:67
998,withingsbabymonitorMud,ingress ipv4 tcp src:fr-ovh-fwd-03.withings.net src-port:1935
999,withingsbabymonitorMud,ingress ipv4 tcp src:fr-on-fwd-03.withings.net src-port:1935
1000,withingsbabymonitorMud,ingress ipv4 tcp src:fr-on-vm-02-lxc-05.withings.net src-port:1935
1001,withingsbabymonitorMud,ingress ipv4 tcp src:fr-eqx-fwd-06.withings.com src-port:1935
1002,withingsbabymonitorMud,ingress ipv4 tcp src:us-iweb-fwd-01-lxc-04.withings.net src-port:1935
1003,withingscardioMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst-port:67
1004,withingscardioMud,egress ipv4 tcp (direction-initiated:from-device) dst:wbs04-ws.withings.net dst-port:443
1005,withingscardioMud,egress controller:dns ipv4 udp dst-port:53
1006,withingscardioMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
1007,withingscardioMud,ingress ipv4 tcp src:wbs04-ws.withings.net src-port:443
1008,withingscardioMud,ingress controller:dns ipv4 udp src-port:53
1009,withingscardioMud,ingress controller:gateway ipv4 udp src-port:67
1010,withingscardioMud,egress local eth:0x888e
1011,withingscardioMud,egress local eth:0x0006
1012,withingssleepsensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:scalews.withings.net dst-port:443
1013,withingssleepsensorMud,egress controller:dns ipv4 udp dst-port:53
1014,withingssleepsensorMud,egress local ipv4 igmp dst:224.0.0.22/32
1015,withingssleepsensorMud,egress local eth:0x0800 mac:ff:ff:ff:ff:ff:ff ipv4 udp dst:255.255.255.255/32 dst-port:67
1016,withingssleepsensorMud,egress ipv4 tcp (direction-initiated:from-device) dst:scalews.withings.net dst-port:80
1017,withingssleepsensorMud,egress local ipv4 udp dst:224.0.0.251/32 dst-port:5353
1018,withingssleepsensorMud,ingress controller:dns ipv4 udp src-port:53
1019,withingssleepsensorMud,ingress ipv4 tcp src:scalews.withings.net src-port:443
1020,withingssleepsensorMud,ingress controller:gateway ipv4 udp src-port:67
1021,withingssleepsensorMud,ingress ipv4 tcp src:scalews.withings.net src-port:80
1022,withingssleepsensorMud,egress local eth:0x888e
